student_id,grade,age,gender,race_latinx,race_black,race_amerind,race_white,race_asian,race_other,race_none,parent_1,parent_2,school_adults_value,feel_safer_clear,feel_safer_punish,feel_safer_security,feel_safer_consistent,feel_safer_leaders,feel_safer_relats,feel_safer_counselor,feel_safer_team,feel_safer_other,feel_safer_training,feel_safer_clear_rank,feel_safer_punish_rank,feel_safer_consistent_rank,feel_safer_security_rank,feel_safer_training_rank,feel_safer_leaders_rank,feel_safer_relats_rank,feel_safer_team_rank,feel_safer_counselor_rank,feel_safer_other_rank,parent_qual,sm_none,sm_age,adults_worry,sm_ever_made_mean,sm_ever_stalker,sm_ever_bad_post,sm_ever_got_mean,sm_ever_trouble,sm_ever_stalked,tell_friend,tell_teacher,tell_counselor,tell_parent,tell_principal,tell_family,tell_other,tell_no_one,school_values_red,sm_more_helpful_red,bully,sm_less_real_r,qual,support_score,belong_score,sm_platforms,sm_attitude_score,p_safety_score,e_safety_score,parent_support_score,school_support_score,sm_help_score,sm_concern_score,discrimination,school_rules
921,12,17,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Caring,0,0,0,1,0,1,0,0,0,1,0,0,3,0,1,0,2,0,0,0,care,0,12,2,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1.444444444,1,ach,4.125,2.6363636363636362,0.6,1.4,3.7142857142857144,3.142857142857143,1.25,1.125,4,3.75,2,3.5555555555555554
922,7,12,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,1,1,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,ach,1,10,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.444444444,1,ach,4.625,3.090909090909091,0,1,3.857142857142857,3.142857142857143,2,2.25,3,3.875,2.111111111111111,4.888888888888889
923,7,12,Male,0,0,0,1,0,0,0,Two-year degree (like an associate's degree or trade school degree),Finished a four-year college,Academics,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,12,3,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,2.555555556,1,ach,1.625,2.1818181818181817,0.1,1.2,2.5714285714285716,1.8571428571428572,1.5,1.5,3.6666666666666665,4.375,2.2222222222222223,4.444444444444445
924,7,12,I choose not to identify.,0,0,0,0,1,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,0,7,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1.444444444,1,ach,3.25,3,0.3,1.4,3.7142857142857144,3,1.75,2.375,3.5555555555555554,4.875,3.888888888888889,4.555555555555555
926,7,12,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3,2,0,0,1,0,happy,0,8,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1.555555556,2,happy,4,2.909090909090909,0.4,2,3.857142857142857,3.7142857142857144,1.375,1.375,4.888888888888889,2.375,2.5555555555555554,3.4444444444444446
927,7,12,Male,1,0,0,1,0,0,0,I'm not sure,I'm not sure,Caring,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,care,0,7,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1.444444444,1,happy,3.625,2.6363636363636362,0.1,1,3.4285714285714284,3.142857142857143,1.875,3,3.2222222222222223,4,2.888888888888889,4.111111111111111
928,7,12,Another way:,0,0,0,1,0,1,0,Less than high school,This does not apply to me,Athletics,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,ach,0,8,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3.444444444,2,care,1,1,0.5,1.4,1.2857142857142858,1,1,2.25,1.4444444444444444,1,3.6666666666666665,1.4444444444444444
929,7,13,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Academics,0,1,0,0,0,1,0,0,0,1,0,3,0,0,2,0,1,0,0,0,happy,0,8,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1.555555556,1,ach,4.25,2.909090909090909,0.4,1.4,3.857142857142857,3.857142857142857,1.75,2,4.333333333333333,2.375,1.4444444444444444,4.333333333333333
930,7,12,Female,0,0,0,0,1,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,12,2,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1.125,1,happy,3.5,2.909090909090909,0.2,1.4,3.5714285714285716,2.857142857142857,1.875,2.375,2.6666666666666665,3.125,1.8888888888888888,4.666666666666667
931,7,12,Female,1,0,0,0,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",I'm not sure,Other,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,10,2,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,care,4.375,3.090909090909091,0.2,1,4,3.7142857142857144,1.875,1.875,3.5555555555555554,3.5,1.2222222222222223,4.666666666666667
932,11,16,Female,1,0,0,0,1,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,1,0,1,0,0,0,0,1,0,0,2,0,0,3,0,0,0,1,0,0,happy,0,13,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,care,3.75,3.272727272727273,0.4,1.4,4,4,2,2,4.111111111111111,2.75,1,4.111111111111111
934,10,15,Female,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Caring,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,2,0,1,0,0,ach,0,13,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1.222222222,1,ach,4.125,3,0.5,1.2,3.5714285714285716,3.857142857142857,1.5,1.25,3.5555555555555554,5,3,4.222222222222222
935,12,17,Male,0,0,0,0,1,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,1,2,0,0,0,happy,0,11,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1.111111111,1,happy,3.75,2.8181818181818183,0.5,1,4,4,1.25,2,4.333333333333333,3,2.888888888888889,4.888888888888889
936,12,18,Male,0,0,0,1,0,0,0,High school or GED,Finished a four-year college,Academics,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,0,2,0,0,ach,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,happy,3.875,3.272727272727273,0.9,1.6,4,4,1,1,3.111111111111111,3,1,4
937,9,14,Male,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Caring,0,0,0,1,0,0,0,0,1,1,0,0,3,0,2,0,0,0,0,1,ach,0,11,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1.444444444,1,ach,3.125,2.3636363636363638,0.4,1.4,3.5714285714285716,3.4285714285714284,1,1.375,4.222222222222222,2.75,2.111111111111111,2.7777777777777777
938,11,17,Female,0,0,0,0,0,0,1,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,happy,0,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1.333333333,1,care,3,3.090909090909091,0.3,1.4,4,3.7142857142857144,1.875,2,4.555555555555555,3.25,1,4.333333333333333
939,11,16,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,happy,0,12,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,2,ach,3.75,3.4545454545454546,0.4,1.8,4,4,1.875,1.25,3.5555555555555554,2.75,1,3.6666666666666665
940,11,17,Female,0,0,0,1,0,0,0,High school or GED,High school or GED,Academics,1,1,0,0,0,0,0,0,0,1,1,2,0,0,3,0,0,0,0,0,care,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,ach,3.875,3,0.2,1,4,4,1,3,4.555555555555555,1.5,1,4.777777777777778
941,11,16,Female,1,0,0,0,0,0,0,I'm not sure,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,1,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,2,0,0,care,0,11,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1.555555556,1,ach,2,3,0.6,1.2,3.857142857142857,4,1.5,1.5,3.111111111111111,4.25,2.888888888888889,3.7777777777777777
942,10,15,Female,0,0,0,1,0,0,0,I'm not sure,I'm not sure,Academics,0,1,1,0,0,0,0,0,0,1,0,3,0,1,2,0,0,0,0,0,happy,0,12,2,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,ach,4.25,3,0.4,1.6,3.7142857142857144,3.4285714285714284,2,1.625,3.888888888888889,4.125,2,4
943,11,16,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Two-year degree (like an associate's degree or trade school degree),Academics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,0,12,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,ach,3.5,3,0.4,1.2,4,4,1,1.5,4.666666666666667,3.25,1.4444444444444444,3.5555555555555554
944,10,15,Female,0,0,0,1,0,0,0,Finished a four-year college,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,1,1,1,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,happy,0,11,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1.444444444,1,happy,4,2.5454545454545454,0.6,1.2,2.4285714285714284,2.4285714285714284,2,2,4.888888888888889,3.75,2.2222222222222223,4
945,6,12,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Caring,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,happy,0,10,3,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1.111111111,1,care,4.375,3.3636363636363638,0.6,1.2,3.857142857142857,4,3,2,5,4.875,1.1111111111111112,5
946,7,13,Female,0,0,0,1,0,0,0,I'm not sure,I'm not sure,Caring,0,1,0,0,0,0,1,0,0,1,0,3,0,0,2,0,0,0,1,0,happy,0,10,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1.111111111,1,ach,3.375,3.090909090909091,0.4,1.2,3.5714285714285716,3.5714285714285716,2.125,1.625,4.111111111111111,1.75,1.4444444444444444,4.666666666666667
947,7,12,Female,1,0,0,0,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Caring,0,1,0,1,0,0,0,1,0,0,0,3,2,0,0,0,0,1,0,0,happy,0,12,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1.333333333,1,happy,3.375,2.909090909090909,0.2,1.2,4,3.4285714285714284,1.375,1.75,3.2222222222222223,2.75,2.4444444444444446,4.222222222222222
948,7,13,Male,0,0,0,1,0,0,0,I'm not sure,I'm not sure,Academics,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,3,0,0,0,0,ach,1,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1.333333333,1,care,2.625,2.272727272727273,0,1,4,4,1,1.5,3.888888888888889,4.125,1,3.7777777777777777
949,7,12,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Academics,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.444444444,1,ach,4.375,2.8181818181818183,0.2,1,3.857142857142857,3,1.125,2.125,4.444444444444445,1.75,1,4.555555555555555
950,7,13,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Caring,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,care,0,12,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,ach,4.375,3.090909090909091,0.3,1,4,4,3,3,4.777777777777778,4.25,1.3333333333333333,4.888888888888889
951,7,12,Male,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,1,1,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,care,0,9,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1.666666667,1,ach,3.5,2.1818181818181817,0.1,1.6,3.7142857142857144,2.5714285714285716,1.375,1.375,3.2222222222222223,1.875,1.3333333333333333,4.222222222222222
953,7,13,Female,1,0,0,1,0,0,0,I'm not sure,I'm not sure,Academics,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,3,1,0,ach,0,10,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,happy,4.125,2.4545454545454546,0.5,1.4,3.4285714285714284,3,1.75,1.375,3.7777777777777777,1.25,1.7777777777777777,4.222222222222222
954,7,12,Male,0,0,0,0,1,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,0,8,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,ach,5,3.1818181818181817,0.6,1.6,3.857142857142857,3,2.125,2,3,3,1,5
955,11,18,Male,0,0,0,1,0,0,0,Finished a four-year college,Two-year degree (like an associate's degree or trade school degree),Caring,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,happy,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.111111111,1,care,4,2.8181818181818183,0.4,1.2,3.5714285714285716,4,1,1.875,4,2.625,1.7777777777777777,4
956,8,13,Female,0,0,0,1,0,0,0,I'm not sure,I'm not sure,Caring,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,3,0,0,care,0,11,2,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1.5,1,ach,3.5,2.727272727272727,0.4,1.2,3.857142857142857,3.7142857142857144,2.875,2.375,4,3.75,2.111111111111111,3.888888888888889
957,8,13,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Other,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2.444444444,1,ach,2.75,2.6363636363636362,0.5,1.6,2.5714285714285716,3.142857142857143,1.75,2.5,3,3.5,2.7777777777777777,3
958,10,15,Male,0,0,0,0,0,1,0,High school or GED,Finished a four-year college,Academics,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.555555556,1,ach,4,2.6363636363636362,0,1.6,4,4,2.25,1.75,3.888888888888889,1.75,2,4.444444444444445
959,11,16,Male,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Caring,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,care,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,ach,4.125,4,0,1.2,4,4,2.25,2,3.6666666666666665,1.875,1,3.2222222222222223
960,11,16,Male,0,0,0,1,0,0,0,Finished a four-year college,I'm not sure,Caring,1,1,1,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,ach,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,care,1,1,0.2,1.6,1,1.8571428571428572,1,1.25,3.2222222222222223,2.625,1,2
961,11,16,Male,0,0,0,1,0,0,0,High school or GED,I'm not sure,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.444444444,1,care,3.25,2,0,1.2,2.857142857142857,2.7142857142857144,2.125,1.5,2.3333333333333335,2,1.1111111111111112,3.6666666666666665
962,11,17,Male,1,0,0,0,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",High school or GED,Academics,1,1,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0,ach,0,13,2,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,ach,5,4,0.3,1.4,4,3,3,3,5,2,1,5
963,11,16,Female,0,0,0,0,0,0,1,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ach,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,happy,2.625,2.3636363636363638,0,1.2,4,4,1.125,1,1,3,2,3.3333333333333335
964,10,15,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,3,1,0,0,ach,0,8,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1.222222222,1,happy,3.75,2.909090909090909,0.5,1.4,4,4,2.25,1.625,3.6666666666666665,2.875,2.4444444444444446,4
965,10,16,Female,1,0,0,1,0,0,0,Finished a four-year college,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,1,0,0,1,0,0,1,0,0,3,0,2,0,0,0,1,0,happy,0,11,1,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1.777777778,1,ach,4.125,2.8181818181818183,0.6,1.2,3.2857142857142856,3.4285714285714284,1,2.25,3.7777777777777777,4.5,3.7777777777777777,3.4444444444444446
966,11,17,Female,0,0,0,1,0,0,0,High school or GED,High school or GED,Caring,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,13,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,care,3.875,4,0.4,1.2,4,4,2.25,2,4.555555555555555,4,2,4.111111111111111
967,8,13,Female,0,0,0,0,0,1,0,Finished a four-year college,Finished a four-year college,Caring,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,care,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,care,3.875,2.909090909090909,0.5,1.4,4,4,1,1.75,3.5555555555555554,3.125,1,4
968,8,13,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Other,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,12,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1.111111111,1,ach,3.375,2.5454545454545454,0.2,1,3.7142857142857144,3.5714285714285716,1.875,1.625,2.7777777777777777,3.625,1.5555555555555556,3.6666666666666665
970,10,15,Female,1,0,0,0,0,0,0,Finished a four-year college,Some college (they went to a four-year college but didn't finish),Caring,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,10,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,2.222222222,1,ach,3.875,2.727272727272727,0.8,1.2,3,2.857142857142857,1.5,1.625,4.444444444444445,3.625,3.2222222222222223,3.888888888888889
971,12,17,Female,1,0,0,1,1,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,care,0,13,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,care,5,4,0.5,1.2,4,3,3,1,5,1,1,5
972,11,16,Female,0,0,0,1,0,0,0,Some college (they went to a four-year college but didn't finish),"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,1,1,0,0,0,0,0,0,1,0,2,0,3,1,0,0,0,0,0,happy,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.111111111,1,happy,2.5,3,0.5,1.8,3,3,1.25,1.5,4,3,2,3.888888888888889
973,11,16,Female,0,0,0,1,0,0,0,Finished a four-year college,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,1,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,2,0,care,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.222222222,1,happy,4.875,3.4545454545454546,0.2,1.2,3.5714285714285716,3.5714285714285716,2.25,1.625,3.2222222222222223,3.875,1.3333333333333333,4.333333333333333
974,9,14,Male,0,0,0,1,0,0,0,Finished a four-year college,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,2,1,0,care,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.333333333,1,care,1,2.4545454545454546,0.1,1.2,4,4,1.75,1.625,3.3333333333333335,3.125,1,4.555555555555555
975,11,17,Male,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,1,0,1,1,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,ach,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,happy,4.125,3.1818181818181817,0.3,1.4,4,4,1,2,3.888888888888889,2,1,5
976,12,17,Female,0,0,0,1,1,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,2,1,0,0,happy,0,14,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1.777777778,1,ach,4.5,2,0.3,1.6,4,4,3,2,4.444444444444445,1.625,1,4.777777777777778
977,8,13,Female,0,0,0,0,1,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,1,1,0,1,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,ach,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.444444444,1,happy,3.375,2.6363636363636362,0,1,3,3.4285714285714284,1.75,2.5,3.111111111111111,3.75,1.6666666666666667,4.666666666666667
978,8,14,Male,1,0,0,0,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Caring,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.222222222,1,happy,3,2.6363636363636362,0.3,1.6,4,4,1.75,1.875,4.111111111111111,3.25,3,3.2222222222222223
979,10,16,I choose not to identify.,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Caring,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,care,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,care,1,2,0.1,1.8,3,3,2,2,1.1111111111111112,2.375,1,3
980,9,14,Male,0,1,0,0,0,0,0,Two-year degree (like an associate's degree or trade school degree),This does not apply to me,Caring,1,0,0,1,0,0,0,0,0,1,2,0,3,0,1,0,0,0,0,0,happy,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.111111111,1,happy,3.5,3.272727272727273,0,1.4,4,4,1,2.75,3,2.125,1,3.4444444444444446
981,9,15,Female,0,1,0,0,0,0,0,Finished a four-year college,Finished a four-year college,Caring,1,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,1,0,0,0,care,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,care,3.625,3.090909090909091,0,1.2,4,4,1.75,2.125,4.222222222222222,3.125,1,4.555555555555555
982,8,13,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,2,0,0,happy,0,9,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1.111111111,1,ach,4,3.1818181818181817,0.2,1.4,4,3.5714285714285716,1.125,2,4.111111111111111,5,1,4.888888888888889
983,8,14,Male,0,0,1,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,ach,3,1.9090909090909092,0.7,1.4,3,3,2,2,3,3.125,3.5555555555555554,2.888888888888889
985,8,13,Female,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Caring,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,2,1,0,0,0,happy,0,10,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,ach,3.375,3.1818181818181817,0.3,1,4,3,2.375,1.5,3.111111111111111,3.875,1.2222222222222223,4.666666666666667
986,8,13,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Two-year degree (like an associate's degree or trade school degree),Caring,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,0,11,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1.222222222,1,care,4.25,3.1818181818181817,0.3,1.4,3.142857142857143,3.142857142857143,1.75,1.375,3.6666666666666665,2.625,2.2222222222222223,4
987,8,13,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,1,0,1,1,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,happy,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.333333333,1,ach,3.375,2.4545454545454546,0.3,1.4,2.5714285714285716,1.8571428571428572,1.5,2.25,4,2.875,2.888888888888889,3
988,8,13,Female,0,0,0,1,0,0,0,Finished a four-year college,I'm not sure,Athletics,1,1,0,1,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,happy,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.222222222,2,ach,2.625,2.6363636363636362,0.3,1.8,2.7142857142857144,2.5714285714285716,1.375,1.75,4.111111111111111,3.25,1.3333333333333333,4
