student_id,grade,age,gender,race_latinx,race_black,race_amerind,race_white,race_asian,race_other,race_none,parent_1,parent_2,school_adults_value,feel_safer_clear,feel_safer_punish,feel_safer_security,feel_safer_consistent,feel_safer_leaders,feel_safer_relats,feel_safer_counselor,feel_safer_team,feel_safer_other,feel_safer_training,feel_safer_clear_rank,feel_safer_punish_rank,feel_safer_consistent_rank,feel_safer_security_rank,feel_safer_training_rank,feel_safer_leaders_rank,feel_safer_relats_rank,feel_safer_team_rank,feel_safer_counselor_rank,feel_safer_other_rank,parent_qual,sm_none,sm_age,adults_worry,sm_ever_made_mean,sm_ever_stalker,sm_ever_bad_post,sm_ever_got_mean,sm_ever_trouble,sm_ever_stalked,tell_friend,tell_teacher,tell_counselor,tell_parent,tell_principal,tell_family,tell_other,tell_no_one,school_values_red,sm_more_helpful_red,bully,sm_less_real_r,qual,support_score,belong_score,sm_platforms,sm_attitude_score,p_safety_score,e_safety_score,parent_support_score,school_support_score,sm_help_score,sm_concern_score,discrimination,school_rules
5637,9,15,I choose not to identify.,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,0,0,3,0,care,0,11,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1.888888889,1,happy,3.375,3,0.4,1.2,3.7142857142857144,3.857142857142857,2.75,2,3.5555555555555554,2.875,2.2222222222222223,3.6666666666666665
5638,9,15,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",This does not apply to me,Other,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,0,14,2,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1.444444444,1,ach,4.125,3.1818181818181817,0.2,1.2,3.5714285714285716,3.2857142857142856,1.875,2.375,3.5555555555555554,4,1,4.666666666666667
5639,9,14,Female,0,0,0,1,0,0,0,Finished a four-year college,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,happy,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,ach,4.125,2.8181818181818183,0,1,4,4,1.375,1,1,1.625,1,4.555555555555555
5640,9,14,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3,0,2,1,0,0,happy,0,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.222222222,1,happy,3.875,2.8181818181818183,0.1,1.2,3.857142857142857,4,1.5,1.875,1.4444444444444444,3.25,1,4.888888888888889
5641,10,15,Male,1,1,1,1,1,0,1,Finished a four-year college,I'm not sure,Caring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,0,13,2,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,4,1,ach,2.25,2.272727272727273,0.4,1.2,3,3,1,1.125,4.555555555555555,2.5,5,3.111111111111111
5642,10,15,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Athletics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ach,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,4,2,happy,1,1,1,1.4,1,1,1,1,2.7777777777777777,2.75,5,1
5643,10,15,Male,0,0,0,1,0,0,0,Less than high school,Finished a four-year college,Caring,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,2,0,1,0,0,ach,0,5,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,happy,2.5,2.727272727272727,0.2,1.4,4,4,1,1,1.6666666666666667,1.875,1,3.888888888888889
5644,10,15,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",High school or GED,Academics,1,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,2,0,0,ach,0,12,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.444444444,2,happy,2.375,2.5454545454545454,0.1,1.6,3.7142857142857144,3.857142857142857,1.125,1.25,3.888888888888889,3.375,1,3.2222222222222223
5646,10,15,Male,0,0,0,1,0,1,0,I'm not sure,I'm not sure,Academics,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,10,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,happy,3.125,2.8181818181818183,0.4,1.8,2.857142857142857,2.857142857142857,1,1,5,2.375,2,3.4444444444444446
5647,10,16,Another way:,0,0,0,1,0,0,0,I'm not sure,I'm not sure,Academics,1,0,0,0,0,0,0,0,1,1,3,0,0,0,2,0,0,0,0,1,happy,0,14,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1.444444444,2,happy,2.875,2.3636363636363638,0.3,1.6,3.7142857142857144,2.857142857142857,1.125,1,3.4444444444444446,2.625,3.111111111111111,2.6666666666666665
5648,10,16,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Caring,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,3,0,happy,0,11,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1.222222222,1,happy,2.875,3.090909090909091,0.5,1.6,3.857142857142857,3.7142857142857144,2.5,1.125,3.888888888888889,2.25,1.8888888888888888,3.888888888888889
5649,10,16,Male,0,0,0,1,0,0,0,High school or GED,High school or GED,Other,1,0,0,0,0,0,1,0,0,1,3,0,0,0,2,0,0,0,1,0,ach,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.333333333,2,ach,2.625,2.4545454545454546,0,1.6,2.857142857142857,2.4285714285714284,1,2,3,3.375,1.3333333333333333,3.7777777777777777
5652,10,16,Male,1,0,0,1,0,0,0,High school or GED,Finished a four-year college,Academics,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,1,3,0,ach,0,11,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1.111111111,1,happy,2.125,3,0.4,1.2,4,4,1.25,1.375,3.7777777777777777,1.375,1.4444444444444444,3.2222222222222223
5653,10,15,Female,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,happy,0,12,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,2,ach,3.375,3.1818181818181817,0.7,1.6,3,4,1.625,1.125,5,2.125,1,3.6666666666666665
5654,11,17,Male,0,0,0,1,0,0,0,I'm not sure,I'm not sure,Academics,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,ach,0,13,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1.25,1,ach,3.375,2.5454545454545454,0.1,1.4,3.7142857142857144,3.857142857142857,1,1,4.444444444444445,3.125,1,3.2222222222222223
5655,10,16,Female,0,0,0,1,0,0,0,Two-year degree (like an associate's degree or trade school degree),"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,1,0,0,1,0,0,0,1,0,0,3,0,1,0,0,0,0,2,0,0,ach,0,16,2,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1.333333333,1,ach,3.625,2.6363636363636362,0.3,1.2,3.857142857142857,2.857142857142857,2.875,2,4.333333333333333,3.875,2,4
5656,10,16,Male,0,0,0,1,0,0,0,Finished a four-year college,High school or GED,Caring,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,12,3,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1.111111111,1,happy,4,3,0.1,1.4,3.5714285714285716,3,2.25,1.75,3.7777777777777777,4.75,1.7777777777777777,4.444444444444445
5657,10,15,Female,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,1,0,0,0,0,0,1,0,1,0,3,0,0,1,0,0,2,0,0,ach,0,14,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2.111111111,1,happy,3.25,2.5454545454545454,0.4,1.2,3.857142857142857,3.2857142857142856,1,1.125,3.7777777777777777,3.625,2.6666666666666665,3.4444444444444446
5658,10,16,Male,0,0,0,1,0,0,0,Less than high school,Two-year degree (like an associate's degree or trade school degree),Academics,0,1,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,2,0,1,ach,0,10,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1.222222222,2,happy,3.75,2.272727272727273,0.5,1.8,3.2857142857142856,3,1.125,1,4.444444444444445,1.75,1.7777777777777777,4.222222222222222
5659,10,15,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Academics,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,2,0,ach,0,9,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1.222222222,1,ach,4.125,3.090909090909091,0.6,1.6,3.7142857142857144,4,2.25,1.375,3.888888888888889,4.625,1.7777777777777777,4.111111111111111
5660,12,10,Another way:,0,0,0,0,0,1,0,I'm not sure,This does not apply to me,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,happy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,happy,1,1,0,1.8,1,3.4285714285714284,1,1.5,3.111111111111111,2.5,1,1
5661,10,16,Female,1,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,0,0,2,0,1,happy,0,11,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,2,2,happy,3.75,2.909090909090909,1,1.6,3.5714285714285716,2.4285714285714284,1.625,1.5,4.444444444444445,2.5,3,2.2222222222222223
5662,10,16,Female,0,0,0,1,0,0,0,Some college (they went to a four-year college but didn't finish),Two-year degree (like an associate's degree or trade school degree),Caring,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,3,0,1,0,0,happy,0,12,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1.333333333,1,happy,3.375,2.909090909090909,0.6,1.4,3.857142857142857,3.857142857142857,1.125,1.25,4,4.25,2.4444444444444446,3.4444444444444446
5663,10,15,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,1,3,0,ach,0,10,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1.222222222,2,ach,4,3.1818181818181817,0.5,2,4,4,2,2.125,5,4.125,1,4.777777777777778
5664,10,15,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Caring,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,0,3,0,happy,0,11,2,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1.444444444,2,happy,2.5,2,0.5,1.6,3.142857142857143,3,1.75,1.125,3.888888888888889,3.125,2.5555555555555554,3.7777777777777777
5665,10,15,Male,0,0,0,1,0,0,0,Two-year degree (like an associate's degree or trade school degree),Finished a four-year college,Caring,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,7,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1.111111111,1,care,4.25,3,0.5,1.4,4,4,2,2,5,3.25,1,4.333333333333333
5666,10,15,Female,0,0,0,1,0,0,0,High school or GED,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Caring,1,0,0,1,0,0,0,1,0,0,3,0,2,0,0,0,0,1,0,0,ach,0,12,2,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1.444444444,1,ach,2.875,2.5454545454545454,0.3,1.4,3.2857142857142856,2.5714285714285716,1.625,1,3.6666666666666665,3,1.4444444444444444,3.6666666666666665
5667,10,15,I choose not to identify.,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2,0,3,0,ach,0,10,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,2,ach,3.25,2.5454545454545454,0.5,2,3.2857142857142856,2.7142857142857144,1.25,1,4.666666666666667,3.25,1.6666666666666667,4.333333333333333
5668,10,16,Male,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,happy,1,9,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,2,happy,3.5,3.272727272727273,0,2,3.857142857142857,4,1.875,2,5,1.25,1,4.111111111111111
5669,10,16,Male,0,0,0,0,0,0,1,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Caring,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,3,0,1,0,ach,0,12,2,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,happy,2.625,3.3636363636363638,0.3,2,3.857142857142857,4,1.25,1,4.222222222222222,2.25,1,4.666666666666667
5670,10,16,Female,0,0,0,1,0,0,0,Two-year degree (like an associate's degree or trade school degree),Finished a four-year college,Caring,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,11,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1.666666667,1,happy,3.5,2.272727272727273,0.5,1.6,3,3.142857142857143,2,1.25,3.5555555555555554,2.75,2.2222222222222223,3.7777777777777777
5671,10,16,Male,0,0,0,1,0,0,0,Finished a four-year college,This does not apply to me,Academics,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,0,happy,0,9,2,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,ach,3.5,3.1818181818181817,0.3,1.2,3,3,1.75,1.75,4.111111111111111,4.125,1.3333333333333333,4
5672,10,15,Male,0,0,0,1,0,0,0,I'm not sure,I'm not sure,Academics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ach,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.222222222,1,happy,2,2.5454545454545454,0,1.2,2.4285714285714284,3.4285714285714284,1.125,1,2.4444444444444446,1,1.3333333333333333,3.5555555555555554
5673,10,16,Female,0,0,0,1,0,0,0,Finished a four-year college,Some college (they went to a four-year college but didn't finish),Academics,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,3,2,0,happy,0,14,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.333333333,1,happy,4,2.8181818181818183,0.2,1.2,2.4285714285714284,3,1.5,1.375,2.6666666666666665,4.875,1.1111111111111112,3.111111111111111
5674,10,15,Male,0,0,0,1,0,0,0,I'm not sure,I'm not sure,Academics,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,ach,0,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1.222222222,1,ach,3.25,2.4545454545454546,0.1,1.4,3.4285714285714284,2.857142857142857,1.25,1.125,1,1,1.4444444444444444,4.222222222222222
5675,10,15,Male,0,0,1,0,0,0,0,Two-year degree (like an associate's degree or trade school degree),Some college (they went to a four-year college but didn't finish),Academics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,happy,0,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,ach,3,3,0.3,1.2,3,3,2,1.125,4,4,1.5555555555555556,2.7777777777777777
5676,10,15,Male,0,0,0,1,0,0,0,Two-year degree (like an associate's degree or trade school degree),High school or GED,Academics,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,3,2,0,0,ach,0,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.111111111,1,ach,4.375,2.3636363636363638,0.3,1.4,4,4,1.125,1,2.2222222222222223,1.5,1.3333333333333333,4.333333333333333
5678,10,16,Male,0,0,0,0,1,0,0,Finished a four-year college,Finished a four-year college,Academics,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,15,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1.111111111,1,ach,2.625,2.727272727272727,0.6,1.4,3.857142857142857,3.857142857142857,1.75,1,4.333333333333333,1.875,4.222222222222222,3.111111111111111
5679,10,16,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",I'm not sure,Academics,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,happy,0,13,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1.444444444,2,ach,2.5,2.727272727272727,0.2,1.8,3.7142857142857144,2.7142857142857144,1.875,1.125,2.7777777777777777,2.625,2.3333333333333335,3.4444444444444446
5680,10,15,Female,0,0,0,0,1,0,0,Some college (they went to a four-year college but didn't finish),"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,3,0,2,ach,0,14,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,2,ach,3.25,2.5454545454545454,0.4,1.8,2.857142857142857,3,1.25,1,3.6666666666666665,2.875,1.2222222222222223,3.7777777777777777
5681,10,16,Female,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,happy,0,13,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.333333333,1,happy,3.625,3,0.4,1.2,2.7142857142857144,3,2,1.375,2,3.75,2.2222222222222223,4.111111111111111
5682,10,16,Male,0,0,0,0,1,1,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,3,1,0,0,ach,0,12,2,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,2.222222222,2,ach,3.75,2.727272727272727,0.4,1.8,3.5714285714285716,3.2857142857142856,2.25,2.125,4.444444444444445,3.25,2.4444444444444446,3.7777777777777777
5683,9,15,Male,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,1,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,0,2,0,0,ach,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.222222222,2,care,3,2.727272727272727,0.3,1.6,2.857142857142857,2.4285714285714284,1.875,2,3.7777777777777777,2.75,1.5555555555555556,2.888888888888889
5684,9,14,Female,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,2,3,0,0,happy,1,16,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,happy,3.625,2.909090909090909,0,1,4,4,1.375,1.125,2.4444444444444446,3.125,1.1111111111111112,4.444444444444445
5685,10,16,Female,0,0,0,1,0,0,0,Finished a four-year college,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,1,1,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,1,0,0,happy,0,13,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1.222222222,2,care,2.75,2.8181818181818183,0.3,1.8,3.142857142857143,2.857142857142857,2,1.625,4.777777777777778,2.125,1,3.5555555555555554
5686,11,17,Female,1,0,0,0,0,0,0,Some college (they went to a four-year college but didn't finish),I'm not sure,Caring,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.777777778,2,happy,3.5,2.090909090909091,0.3,1.4,3.857142857142857,3.142857142857143,1.5,1.75,3.4444444444444446,3.875,1.8888888888888888,3
5688,11,17,Female,0,0,0,1,0,0,0,High school or GED,Finished a four-year college,Academics,1,0,0,1,0,0,0,1,0,0,3,0,2,0,0,0,0,1,0,0,ach,0,8,2,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,2,2,ach,2.625,2.8181818181818183,0.5,1.6,2.857142857142857,2.857142857142857,2.625,1,4.555555555555555,1.25,3.5555555555555554,1.5555555555555556
5689,11,17,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,13,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,happy,2.375,2.5454545454545454,0.4,1.4,4,4,1,1,3.2222222222222223,3.125,1,3.888888888888889
5690,11,17,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Academics,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,ach,0,13,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1.555555556,1,ach,4.125,2.8181818181818183,0.4,1.2,3.4285714285714284,3.4285714285714284,2.25,1,4.333333333333333,3.5,1.5555555555555556,3.5555555555555554
5691,10,16,Male,1,0,0,0,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Academics,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,15,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,ach,2.125,2.4545454545454546,0.1,1.2,4,4,1,1,3.2222222222222223,2,2.2222222222222223,3.5555555555555554
5692,11,17,Male,0,0,0,1,0,0,0,Finished a four-year college,High school or GED,Caring,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,ach,0,13,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,ach,3.75,2.4545454545454546,0.4,1,4,4,1,2,3.6666666666666665,1.125,1,3.888888888888889
5693,11,16,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)","Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Academics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,care,3.5,3.090909090909091,0.1,1.2,4,4,1.375,1.125,2.2222222222222223,2,1.3333333333333333,3.888888888888889
5694,11,16,Male,0,0,0,1,0,0,0,Two-year degree (like an associate's degree or trade school degree),Some college (they went to a four-year college but didn't finish),Academics,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,1,0,2,0,happy,0,14,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1.777777778,1,care,4.125,2.090909090909091,0.7,1.2,3.857142857142857,3.4285714285714284,2.125,1,3.3333333333333335,1.375,3,2.888888888888889
5695,11,16,Male,0,0,0,1,0,1,0,Some college (they went to a four-year college but didn't finish),Some college (they went to a four-year college but didn't finish),Academics,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ach,0,8,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1.444444444,1,happy,3.75,2.727272727272727,0.3,1.2,3.2857142857142856,3.7142857142857144,1,1.25,3.111111111111111,1,1.8888888888888888,4.111111111111111
5696,11,17,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Finished a four-year college,Academics,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,ach,0,11,3,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1.777777778,1,ach,3.5,2.727272727272727,0.2,1.4,3.4285714285714284,4,1.375,1.375,3.4444444444444446,1.125,1.8888888888888888,3.3333333333333335
5697,11,16,Female,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,2,0,ach,0,13,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1.111111111,1,care,4,2.5454545454545454,0.4,1.2,4,3.857142857142857,1.25,1.5,3.888888888888889,3.625,1.7777777777777777,4
5698,11,16,Female,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,3,2,0,care,0,13,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1.222222222,1,ach,4,3.3636363636363638,0.4,1,4,4,1.75,1.375,4,2.5,1.4444444444444444,3.6666666666666665
5699,8,14,Female,0,0,1,1,0,0,0,High school or GED,Finished a four-year college,Caring,1,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,3,0,0,ach,0,12,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1.111111111,1,ach,3.125,2.5454545454545454,0.5,1.4,3.7142857142857144,3.7142857142857144,1.875,1.875,3.888888888888889,2.375,1.2222222222222223,4.222222222222222
5700,11,17,Female,0,0,0,1,0,0,0,Finished a four-year college,This does not apply to me,Academics,0,1,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,1,2,0,ach,0,16,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,2.444444444,1,happy,3.5,2.8181818181818183,0.2,1.2,3.142857142857143,3,2.625,1.5,3.7777777777777777,4.25,3.5555555555555554,3.2222222222222223
5701,11,16,Another way:,0,1,0,0,0,0,0,Finished a four-year college,Two-year degree (like an associate's degree or trade school degree),Other,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,1,0,0,3,0,happy,0,9,2,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,2.444444444,1,care,3.25,2.3636363636363638,0.3,1.2,2.4285714285714284,2.5714285714285716,1.125,1,4,1.5,3.6666666666666665,2.888888888888889
5702,11,17,Male,0,0,0,1,0,0,0,"Finished a graduate degree (like a master's degree, PhD, MD, or a law degree)",Some college (they went to a four-year college but didn't finish),Other,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,care,0,13,2,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1.111111111,1,happy,3.875,2.3636363636363638,0.3,1,4,4,1,1,4.111111111111111,2.75,1.8888888888888888,3.6666666666666665
5703,11,16,Female,0,0,0,1,0,0,0,Finished a four-year college,Finished a four-year college,Academics,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,3,1,0,ach,0,13,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,2.111111111,1,happy,3,2.5454545454545454,0.3,1.8,3,2.2857142857142856,1.375,1,3.888888888888889,3.625,1.6666666666666667,2.7777777777777777
5704,11,17,Female,0,0,0,1,0,0,0,Finished a four-year college,This does not apply to me,Caring,0,1,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,0,2,0,ach,0,16,2,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1.666666667,1,happy,3.875,3,0.5,1.4,3.7142857142857144,3.4285714285714284,1.875,1.125,3.5555555555555554,2,2.4444444444444446,4.222222222222222
